ts; dow; hod;default broker_mwh; default broker_price ;CrocodileAgent_mwh; CrocodileAgent_price ;Bunnie_mwh; Bunnie_price 
1141; 4; 13;[-2.0573; 52.5103];[0.3873; -31.6667];[9.7880; -33.8042]
1142; 4; 14;[-2.0897; 39.6810];[2.0221; -22.0820];[44.1052; -41.0991]
1143; 4; 15;[-1.8887; 39.5083];[1.2405; -6.4888];[43.4415; -39.9376]
1144; 4; 16;[-1.0701; 38.5365];[1.4957; -26.8050];[43.3540; -43.8244]
1145; 4; 17;[-0.3158; 41.2967];[0.8016; -29.3901];[42.8094; -39.4687]
1146; 4; 18;[-0.1833; 40.2512];[0.7574; -29.2488];[43.2271; -40.5099]
1147; 4; 19;[-0.1856; 39.9138];[0.9737; -12.2266];[42.7276; -41.2419]
1148; 4; 20;[-0.2225; 38.7451];[1.3871; -36.0748];[50.6619; -41.2696]
1149; 4; 21;[-0.2475; 38.7527];[1.1551; -32.9651];[64.0111; -36.8638]
1150; 4; 22;[-0.2373; 37.5234];[1.2378; -32.9182];[42.0792; -40.6826]
1151; 4; 23;[-0.1497; 37.6087];[1.4004; -32.6738];[37.8374; -42.2012]
1152; 5; 0;[-0.1757; 32.7986];[1.6750; -32.8393];[44.0814; -34.9156]
1153; 5; 1;[-0.1869; 33.1616];[1.2261; -27.0814];[38.2448; -30.8915]
1154; 5; 2;[-0.2242; 32.1380];[1.5888; -26.5285];[45.0262; -29.9261]
1155; 5; 3;[-0.2380; 34.1628];[1.9686; -26.7359];[45.1671; -27.1626]
1156; 5; 4;[-0.0957; 34.6180];[2.0486; -31.7295];[43.8379; -34.2750]
1157; 5; 5;[-0.0943; 44.9681];[0.9096; -30.4134];[52.0494; -41.1233]
1158; 5; 6;[-0.3259; 33.1697];[1.9282; -32.9031];[55.9977; -37.6341]
1159; 5; 7;[-0.9284; 50.6955];[0.6552; -28.4199];[5.1475; -28.6655]
1160; 5; 8;[-1.7193; 51.6253];[0.5407; -29.4991];[4.6884; -28.6260]
1161; 5; 9;[-2.1621; 44.8727];[0.8889; -29.4567];[10.3651; -30.1834]
1162; 5; 10;[-2.6438; 37.6222];[0.7433; -30.0328];[26.0162; -33.0541]
1163; 5; 11;[-2.4046; 51.9954];[0.0000; 0.0000];[35.2574; -31.7762]
1164; 5; 12;[-2.5018; 52.1184];[0.7690; -31.1905];[34.4564; -32.3312]
1165; 5; 13;[-1.9620; 52.6244];[0.0000; 0.0000];[33.8970; -32.8155]
1166; 5; 14;[-1.3722; 52.4918];[0.0000; 0.0000];[30.6062; -33.2490]
1167; 5; 15;[-1.3425; 52.0622];[0.0000; 0.0000];[27.5902; -33.7008]
1168; 5; 16;[-0.7441; 60.5937];[0.0000; 0.0000];[22.7174; -34.1660]
1169; 5; 17;[-0.2999; 61.8315];[0.0000; 0.0000];[37.0292; -35.1478]
1170; 5; 18;[-0.1932; 62.2086];[0.0000; 0.0000];[35.6761; -35.5963]
1171; 5; 19;[-0.2446; 109.3184];[0.0000; 0.0000];[31.8567; -35.9913]
1172; 5; 20;[-0.2686; 113.3051];[0.0000; 0.0000];[22.7089; -36.2086]
1173; 5; 21;[-0.2941; 50.6622];[5.2449; -9.2935];[38.6359; -40.4599]
1174; 5; 22;[-0.2637; 46.2213];[5.4115; -10.7979];[36.4232; -44.3359]
1175; 5; 23;[-0.3022; 51.4815];[5.8614; -8.5083];[36.0094; -41.2945]
1176; 6; 0;[-0.3023; 33.5810];[5.3238; -17.6101];[41.7195; -31.9867]
1177; 6; 1;[-0.2843; 33.4195];[5.8405; -31.2174];[46.8704; -34.6068]
1178; 6; 2;[-0.2254; 36.1045];[13.9418; -5.8929];[41.9863; -31.8022]
1179; 6; 3;[-0.1880; 38.0937];[11.4671; -7.3669];[39.1986; -33.2592]
1180; 6; 4;[-0.1668; 52.0695];[12.4484; -28.8886];[19.0180; -31.5081]
1181; 6; 5;[-0.2130; 37.6885];[13.7777; -34.6705];[45.3307; -31.5299]
1182; 6; 6;[-0.3188; 55.5210];[3.6969; -31.6667];[22.5398; -31.1004]
1183; 6; 7;[-0.8883; 33.4138];[15.0329; -21.3500];[57.0253; -35.4042]
1184; 6; 8;[-1.6123; 38.1520];[9.3174; -32.1769];[15.0851; -32.2276]
1185; 6; 9;[-1.9062; 38.0902];[12.2614; -18.7604];[51.2338; -38.7964]
1186; 6; 10;[-1.9711; 38.3535];[9.6583; -26.0360];[28.0937; -37.0896]
1187; 6; 11;[-2.7979; 39.2829];[12.1628; -22.5382];[42.6447; -41.0909]
1188; 6; 12;[-2.4239; 33.3644];[15.6036; -15.4091];[41.4770; -37.8548]
1189; 6; 13;[-1.5786; 38.1678];[14.7001; -20.4699];[39.8711; -40.3176]
1190; 6; 14;[-1.9391; 38.2458];[15.3194; -22.4200];[40.9378; -31.0806]
1191; 6; 15;[-1.2942; 37.9337];[15.3431; -22.6614];[44.2820; -43.1385]
1192; 6; 16;[-0.4334; 39.3909];[8.4986; -16.6303];[43.1796; -43.1352]
1193; 6; 17;[-0.3225; 42.1765];[13.3778; -21.1672];[38.5465; -43.4057]
1194; 6; 18;[-0.0518; 39.3731];[11.1146; -21.0820];[45.3708; -44.3032]
1195; 6; 19;[-0.1533; 37.9963];[11.5080; -32.5812];[40.1920; -38.1873]
1196; 6; 20;[-0.1649; 42.3705];[12.3499; -30.6493];[35.0117; -37.6993]
1197; 6; 21;[-0.1047; 33.0149];[11.7743; -34.0484];[34.3993; -39.4284]
1198; 6; 22;[-0.1721; 34.7064];[12.9825; -27.8240];[34.6119; -31.1727]
1199; 6; 23;[-0.1650; 31.2055];[16.4762; -28.5683];[33.3124; -29.9494]
1200; 7; 0;[-0.1661; 28.6596];[17.7408; -27.5179];[44.8262; -28.2432]
1201; 7; 1;[-0.1431; 32.3544];[15.3958; -27.8306];[33.6997; -31.0230]
1202; 7; 2;[-0.1348; 27.6857];[18.7310; -26.5910];[27.6035; -28.3830]
1203; 7; 3;[-0.1752; 30.7335];[19.0165; -28.2480];[26.5099; -32.1676]
1204; 7; 4;[-0.1674; 31.7015];[22.4459; -27.7980];[35.8694; -30.1835]
1205; 7; 5;[-0.1541; 37.5600];[19.0703; -30.2852];[31.5404; -38.1864]
1206; 7; 6;[-0.3928; 38.4227];[18.7896; -36.4121];[41.1333; -40.1754]
1207; 7; 7;[-1.1243; 33.0787];[22.1187; -30.4378];[42.4597; -37.7158]
1208; 7; 8;[-2.4123; 38.2987];[22.3183; -34.1796];[35.5502; -43.9396]
1209; 7; 9;[-3.0525; 33.0971];[12.1067; -24.8164];[32.5051; -38.7888]
1210; 7; 10;[-3.3121; 38.5201];[0.0000; 0.0000];[23.8430; -37.8703]
1211; 7; 11;[-3.9230; 37.6193];[19.5064; -35.9614];[29.2489; -41.3213]
1212; 7; 12;[-3.4418; 38.3579];[20.2019; -35.1106];[31.3201; -43.4826]
1213; 7; 13;[-2.9029; 33.2413];[24.8832; -31.6507];[27.1476; -38.6411]
1214; 7; 14;[-2.6214; 32.3700];[28.9236; -32.0668];[33.7282; -36.8853]
1215; 7; 15;[-2.0297; 37.0583];[30.6341; -34.4855];[36.4354; -42.1062]
1216; 7; 16;[-1.3271; 38.7769];[15.8949; -16.1255];[41.2733; -44.1154]
1217; 7; 17;[-0.4342; 39.2686];[22.7474; -34.9576];[37.6627; -41.0364]
1218; 7; 18;[-0.2779; 36.3492];[21.0063; -32.4822];[36.3740; -35.6277]
1219; 7; 19;[-0.3045; 41.0293];[15.0377; -24.3063];[35.3155; -43.2127]
1220; 7; 20;[-0.2388; 41.3124];[22.2903; -31.4633];[28.0320; -34.4884]
1221; 7; 21;[-0.2407; 37.3456];[20.8400; -31.7019];[23.4066; -35.5366]
1222; 7; 22;[-0.2350; 39.4898];[21.5243; -31.4236];[23.5482; -39.0141]
1223; 7; 23;[-0.2462; 33.8029];[24.8209; -26.2789];[21.9911; -27.5848]
1224; 1; 0;[-0.2558; 33.4648];[29.7794; -25.9647];[30.2122; -29.0300]
1225; 1; 1;[-0.2455; 35.4722];[28.4959; -30.4481];[25.3730; -33.6465]
1226; 1; 2;[-0.2535; 35.5758];[36.2055; -26.0958];[25.7811; -32.1896]
1227; 1; 3;[-0.2674; 34.8343];[46.8071; -26.2519];[27.9143; -29.1496]
1228; 1; 4;[-0.2164; 37.2971];[48.3342; -26.0866];[32.9918; -30.1712]
1229; 1; 5;[-0.1989; 35.3144];[42.6154; -32.1051];[32.8303; -34.1960]
1230; 1; 6;[-0.2708; 35.3290];[48.7816; -32.3204];[41.5562; -37.9539]
1231; 1; 7;[-0.9202; 37.4511];[35.8806; -37.3061];[24.5531; -29.7419]
1232; 1; 8;[-2.0522; 37.5871];[50.0007; -37.0327];[34.7724; -36.3000]
1233; 1; 9;[-2.9721; 51.7990];[5.8430; -28.6491];[17.2375; -30.8556]
1234; 1; 10;[-3.2905; 51.8417];[13.3414; -31.2844];[7.4731; -34.1751]
1235; 1; 11;[-3.4501; 37.7769];[9.4820; -30.0547];[16.2681; -34.3059]
1236; 1; 12;[-3.5663; 51.7812];[1.0653; -22.9545];[18.5390; -32.2661]
1237; 1; 13;[-3.2018; 51.9922];[4.1662; -31.6667];[12.4602; -33.4799]
1238; 1; 14;[-1.9769; 52.0046];[19.5686; -3.5553];[29.8246; -22.8713]
1239; 1; 15;[-1.6034; 88.6252];[16.6396; -5.4579];[30.4289; -27.3709]
1240; 1; 16;[-1.1791; 116.9621];[8.4552; -28.5000];[36.0060; -32.2958]
1241; 1; 17;[-0.3412; 51.8491];[0.0000; 0.0000];[20.8430; -35.3658]
